id,name,system,zone,factory,maker,part_no,factory_code,bought,link,support,cad,photo,note,model_at_mm,model_from,oem_no,catalogue,applies,parent
PT493,Steering linkage ball joint sets,steering,underbody,yes,Mazda,,,,,,,,First digit illegible in the catalogue - confirm the number before ordering Qty on the car: 2.,,,?021-99-324,3230A-1 EC-095-05,,PT488
PT494,Steering linkage ball joint dust seals,steering,underbody,yes,Mazda,,,,,,,,8021-32-279 x4 and one 8?31-32-279 (digit illegible - confirm) Qty on the car: 5.,,,8021-32-279 8?31-32-279,3230A-1 EC-095-03 EC-095-04,,PT488
PT495,Front hub grease caps,brakes,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,0419-33-071,3300A-1 EC-097-06,,PT042
PT496,Front caliper mounting adapters,brakes,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8871-33-260A (R) 8871-33-270A (L),3300A-1 EC-097-09 EC-097-10,,PT056
PT497,Front caliper pistons,brakes,corners,yes,Mazda,,,,,,,,Two versions listed; the <A> piece is the alternative - confirm which is fitted before ordering Qty on the car: 2.,,,8341-33-651 8341-33-651A,3300A-1 EC-097-11 EC-097-12,,PT050
PT498,Front caliper bleeder screws,brakes,corners,yes,Mazda,,,,,,,,With rubber cap 0259-33-693 Qty on the car: 2.,,,0233-33-691,3300A-1 EC-097-13 EC-097-14,,PT050
PT499,Front caliper slide pins,brakes,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8341-33-699,3300A-1 EC-097-15,,PT050
PT500,Front caliper seal kit,brakes,corners,yes,Mazda,,,,,,,,Grease 8341-49-270 is sold for it Qty on the car: 1.,,,8341-49-240,3300A-1 EC-097-18 EC-097-19,,PT050
PT501,Front caliper boot kit,brakes,corners,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8341-49-250,3300A-1 EC-097-20,,PT050
PT502,Front brake pad attachment (clips and shims),brakes,corners,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8341-49-290A,3300A-1 EC-097-22,,PT050
PT503,Front strut damper inserts,suspension,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,FA01-49-790,3400A-1 EC-098-22,,PT056
PT504,Front strut damper set,suspension,corners,yes,Mazda,,,,,,,,"Catalogue name partly illegible (""SF?, DAMPER"", 34 760S) - confirm what it is before ordering. O-ring 8171-34-731 (EC-098-17) Qty on the car: 2.",,,8171-34-970,3400A-1 EC-098-18 EC-098-17,,PT056
PT505,Front coil springs,suspension,corners,yes,Mazda,,,,,,,,R and L differ Qty on the car: 2.,,,F001-34-011A (R) FA01-34-011A (L),3400A-1 EC-098-04 EC-098-05,,PT056
PT506,Front spring upper seats,suspension,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,FA01-34-340A,3400A-1 EC-098-12,,PT056
PT507,Front spring rubber seats,suspension,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,FA01-34-012,3400A-1 EC-098-06,,PT056
PT508,Front strut mounting blocks,suspension,corners,yes,Mazda,,,,,,,,Spacer FA01-34-384 and adjusting plate 1011-34-013 with it Qty on the car: 2.,,,FA01-34-390A,3400A-1 EC-098-13 EC-098-14 EC-098-07,,PT056
PT509,Front strut damper caps,suspension,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,1011-34-019,3400A-1 EC-098-09,,PT508
PT510,Front strut dust covers,suspension,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,FA01-34-015,3400A-1 EC-098-08,,PT056
PT511,Front bound bumpers,suspension,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8871-34-111A,3400A-1 EC-098-10,,PT056
PT512,Steering knuckle arms,suspension,corners,yes,Mazda,,,,,,,,Stopper bolt 0603-32-315 Qty on the car: 2.,,,8871-32-301C (R) 8871-32-311C (L),3400A-1 EC-098-01 EC-098-02 EC-098-03,,PT056
PT513,Steering stoppers,suspension,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,1243-34-159,3400A-1 EC-098-11,,PT512
PT514,Front lower arms and ball joints,suspension,corners,yes,Mazda,,,,,,,,Arm bolt 8001-28-114 (3410A-1 EC-099-15) Qty on the car: 2.,,,8871-49-310 (R) 8871-49-320 (L),3400A-1 EC-098-20 EC-098-21,,PT517
PT515,Front lower arm bushings,suspension,corners,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8173-34-460B,3400A-1 EC-098-15,,PT514
PT516,Front ball joint dust seals,suspension,corners,yes,Mazda,,,,,,,,confirm on the figure that this seal is the ball joint boot Qty on the car: 2.,,,8531-34-565,3400A-1 EC-098-16,,PT514
PT517,Front crossmember,suspension,underbody,yes,Mazda,,,,,,,,Nuts 1391-39-349 x4 Qty on the car: 1.,,,8871-34-800C,3410A-1 EC-099-17 EC-099-20,,
PT518,Tension rods,suspension,underbody,yes,Mazda,,,,,,,,"Nuts 8871-34-133A x4, bolts 8871-34-134A x4, spacer 8871-34-135A x2 Qty on the car: 2.",,,8871-34-131A,3410A-1 EC-099-01 EC-099-02 EC-099-03 EC-099-04,,PT514
PT519,Tension rod cushions,suspension,underbody,yes,Mazda,,,,,,,,Retainers 8871-34-137A x4 Qty on the car: 4.,,,8871-34-136B,3410A-1 EC-099-05 EC-099-06,,PT518
PT520,Tension rod brackets,suspension,underbody,yes,Mazda,,,,,,,,Nuts 8871-34-222 x4 (EC-099-14) Qty on the car: 2.,,,8871-34-850D (R) 8871-34-860D (L),3410A-1 EC-099-18 EC-099-19,,
PT521,Front stabilizer bar,suspension,underbody,yes,Mazda,,,,,,,,Protector 8871-34-152 x2 (81-82) Qty on the car: 1.,,,8871-34-151,3410A-1 EC-099-07 EC-099-08,,
PT522,Stabilizer bushings,suspension,underbody,yes,Mazda,,,,,,,,Retainers 0223-28-776 x8 Qty on the car: 8.,,,1243-34-153,3410A-1 EC-099-09 EC-099-16,,PT521
PT523,Stabilizer mounting bushings,suspension,underbody,yes,Mazda,,,,,,,,Plates FA01-34-155 x2 Qty on the car: 2.,,,8871-34-156A,3410A-1 EC-099-11 EC-099-10,,PT521
PT524,Stabilizer link bolts,suspension,underbody,yes,Mazda,,,,,,,,Spacers 0603-34-158 x2 Qty on the car: 2.,,,0603-34-157A,3410A-1 EC-099-12 EC-099-13,,PT521
PT525,Road wheels,wheels,corners,yes,Mazda,,,,,,,,"Two factory options: alloy cross-design FA01-89-376 or steel 5JX13 9965-38-503 (Sunbeam Silver K3) - confirm which is on the car. Balancing weights 9965-53-00xx (steel) or 9965-59-00xx (alloy), 10-60 g Qty on the car: 4.",,,FA01-89-376 9965-38-503 (colour K3),3700A-1 EC-100-13 EC-100-14 EC-100-15 3700A-2 EC-101-13 EC-100-22 EC-100-23 EC-100-24 EC-100-25 EC-100-26 EC-100-27 EC-100-28 EC-100-29 3700A-2 EC-101-01 EC-101-02 EC-101-03 EC-101-04 EC-101-05 EC-101-06 EC-101-07 EC-101-08 EC-101-09 EC-101-10 EC-101-11 EC-101-12,,
PT526,Wheel nuts,wheels,corners,yes,Mazda,,,,,,,,"Plated 1029-33-165 or painted 8531-33-165, by wheel fitted - confirm Qty on the car: 16.",,,1029-33-165 8531-33-165,3700A-1 EC-100-01 EC-100-02,,PT525
PT527,Wheel lock bolt and key kit,wheels,corners,yes,Mazda,,,,,,,,Alloy wheels only - confirm it is fitted Qty on the car: 1.,,,F001-86-260,3700A-1 EC-100-04,,PT525
PT528,Wheel centre emblems (alloy),wheels,corners,yes,Mazda,,,,,,,,Alloy cross-design wheel only - confirm Qty on the car: 4.,,,FA01-37-191,3700A-1 EC-100-07,,PT525
PT529,Wheel centre caps (steel),wheels,corners,yes,Mazda,,,,,,,,"Steel wheel only - confirm. Emblem 8871-37-192, rubber set 8531-37-193C Qty on the car: 4.",,,8871-37-190,3700A-1 EC-100-06 EC-100-08 EC-100-10,,PT525
PT530,Tyres,wheels,corners,yes,Mazda,,,,,,,,"Factory 185/70HR-13, black wall 0000-78-648 or white wall 0000-78-6485; the tyres now fitted are not recorded - confirm make and size Qty on the car: 4.",,,0000-78-648 0000-78-6485,3700A-1 EC-100-19 EC-100-20 EC-100-18,,PT525
PT531,Tyre valves,wheels,corners,yes,Mazda,,,,,,,,TR413 Qty on the car: 5.,,,9963-60-4130,3700A-1 EC-100-21,,PT525
PT532,Spare wheel (mini),wheels,cargo,yes,Mazda,,,,,,,,4T x 15; see parts bulletin T-2-1 Qty on the car: 1.,,,9965-04-4050,3700A-1 EC-100-11 EC-100-12,,
PT533,Spare tyre (mini),wheels,cargo,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0000-78-559,3700A-1 EC-100-17,,PT532
PT534,Spare tyre clamp,wheels,cargo,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8531-56-961,3700A-2 EC-101-14,,PT532
PT535,Jack,wheels,cargo,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-37-790D,3700A-2 EC-101-15,,
PT536,Jack handle,wheels,cargo,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0305-68-810A,3700A-2 EC-101-16,,PT535
PT537,Exhaust front pipe,engine,underbody,yes,Mazda,,,,,,,,"Gaskets 1480-40-325 x2, studs N326-40-353 x4, flange nuts 8134-40-355 x4 Qty on the car: 1.",,,N201-40-310A,4000A-1 EC-103-06 EC-103-26 EC-103-32 EC-103-27,,
PT538,Monolith catalytic converter,engine,underbody,yes,Mazda,,,,,,,,"81-82. Gasket 1480-40-356, nuts 8118-40-355 x4 Qty on the car: 1.",,,N201-40-400,4000A-1 EC-103-33 EC-103-29 EC-103-28,,PT537
PT539,Catalytic converter,engine,underbody,yes,Mazda,,,,,,,,81-82. Plugs 1480-40-318A x2 with lock washers 8021-20-548; gasket 1480-40-375. Emission recall campaigns 23702/2370C (4000A-2 EC-104-16) - confirm whether done Qty on the car: 1.,,,N231-40-300,4000A-1 EC-103-01 EC-103-03 EC-103-04 EC-103-31,,
PT540,Exhaust intermediate pipe,engine,underbody,yes,Mazda,,,,,,,,"81-82. Brackets 8871-40-010 and 1480-40-080B, plate 1480-40-070, spacer 1480-40-073, washer 1480-40-077, insulator 1480-40-085A, stop rubber 1114-40-108B Qty on the car: 1.",,,1480-40-200,4000A-1 EC-103-08 EC-103-10 EC-103-11 EC-103-13 EC-103-17 EC-103-18 EC-103-19 EC-103-20,,
PT541,Main silencer (muffler),engine,rear,yes,Mazda,,,,,,,,81-82. Covers 8871-40-551 x2 Qty on the car: 1.,,,1480-40-500,4000A-1 EC-103-37 EC-103-39,,
PT542,Exhaust tail funnel,engine,rear,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-40-560,4000A-1 EC-103-40,,PT541
PT543,Exhaust hangers,engine,underbody,yes,Mazda,,,,,,,,"1114-40-061 x2 and 1114-40-160 x5; insulators 8871-40-401 x3 and 8871-40-405A; washers 0820-40-166 x9, plates 8871-40-180 x3, hooks 1480-40-270 and 1480-40-280A Qty on the car: 7.",,,1114-40-061 1114-40-160,4000A-1 EC-103-07 EC-103-21 EC-103-22 EC-103-23 EC-103-24 EC-103-25 EC-103-35 EC-103-36,,
PT544,Air injection check valve,engine,engine_bay,yes,Mazda,,,,,,,,81-82. The Weber conversion may have removed or blocked the factory air injection - confirm what is on the car Qty on the car: 1.,,,N201-20-730,4000A-1 EC-103-05,,
PT545,Air injection pipe,engine,engine_bay,yes,Mazda,,,,,,,,"Bracket 1480-40-640A, gasket 1480-13-621. The Weber conversion may have removed or blocked the factory air injection - confirm what is on the car Qty on the car: 1.",,,N201-40-740A,4000A-2 EC-104-04 EC-104-01 EC-104-03,,PT544
PT546,Air injection hose,engine,engine_bay,yes,Mazda,,,,,,,,The Weber conversion may have removed or blocked the factory air injection - confirm what is on the car Qty on the car: 1.,,,1480-40-728,4000A-2 EC-104-05,,PT545
PT547,Pre-air pipe,engine,engine_bay,yes,Mazda,,,,,,,,The Weber conversion may have removed or blocked the factory air injection - confirm what is on the car Qty on the car: 1.,,,1480-40-750,4000A-2 EC-104-06,,
PT548,Exhaust heat protector No. 1,engine,underbody,yes,Mazda,,,,,,,,"81-82. Washers 1480-40-815 x2, guards 8545-40-815 x4 Qty on the car: 1.",,,N201-40-811,4000A-2 EC-104-07 EC-104-09 EC-104-10,,
PT549,Exhaust heat protector No. 2,engine,underbody,yes,Mazda,,,,,,,,Qty on the car: 1.,,,1480-40-820,4000A-2 EC-104-11,,
PT550,"Exhaust heat protector, upper",engine,underbody,yes,Mazda,,,,,,,,Qty on the car: 1.,,,N201-40-830,4000A-2 EC-104-12,,
PT551,Exhaust heat protector No. 4,engine,underbody,yes,Mazda,,,,,,,,81-82 Qty on the car: 1.,,,1480-40-841A,4000A-2 EC-104-13,,
PT552,Floor service cover plug,body,cabin,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0559-58-868,4000A-2 EC-104-15,,
PT553,Brake pedal,brakes,cabin,yes,Mazda,,,,,,,,"Only A/T pedal listed after the 81 range is FA05-43-030 (control switch, A/T GSL); no 82 A/T GS entry - confirm the pedal on the car. Return spring 0088-41-352A, pedal pipe 0866-43-062, spacer FA16-43-063, plate 8872-43-090; the A/T fork (EC-108-27) has no part number Qty on the car: 1.",,,FA05-43-030,4300A-1 EC-108-18 EC-108-20 EC-108-22 EC-108-25 EC-108-27 EC-108-04,,
PT554,Brake pedal bushings,brakes,cabin,yes,Mazda,,,,,,,,Qty on the car: 2.,,,1015-46-085,4300A-1 EC-108-09,,PT553
PT555,Brake pedal pad,brakes,cabin,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0225-43-028A,4300A-1 EC-108-11,,PT553
PT556,Brake pedal stopper rubbers,brakes,cabin,yes,Mazda,,,,,,,,Qty on the car: 2.,,,B001-43-029,4300A-1 EC-108-13,,PT553
PT557,Stop lamp switch,lighting,cabin,yes,Mazda,,,,,,,,Catalogue lists 2 - confirm how many are fitted and what the second one switches Qty on the car: 2.,,,B001-66-490A,4300A-1 EC-108-29,,PT553
PT558,Foot rest,body,cabin,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-43-041,4300A-1 EC-108-19,,
PT559,Foot rest pad,body,cabin,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-43-042,4300A-1 EC-108-30,,PT558
PT560,Brake fluid reservoir,brakes,engine_bay,yes,Mazda,,,,,,,,Seated on elbow joint bushings 0305-49-686B x2 Qty on the car: 1.,,,FA07-49-680,4340A-1 EC-110-04 EC-110-19,,PT051
PT561,Brake fluid reservoir cap,brakes,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,B093-49-580,4340A-1 EC-110-05,,PT560
PT562,Brake fluid level indicator,electrical,engine_bay,yes,Mazda,,,,,,,,The level warning switch Qty on the car: 1.,,,3597-43-540,4340A-1 EC-110-02,,PT560
PT563,Brake fluid level float,brakes,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8531-43-542,4340A-1 EC-110-03,,PT562
PT564,Master cylinder parts set,brakes,engine_bay,yes,Mazda,,,,,,,,Joint bolt G001-49-652 Qty on the car: 1.,,,G001-49-610,4340A-1 EC-110-14 EC-110-18,,PT051
PT565,Master cylinder inner parts kit,brakes,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,G001-49-640,4340A-1 EC-110-16,,PT051
PT566,Brake booster repair kit,brakes,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,F001-49-720,4340A-1 EC-110-20,,PT052
PT567,Brake booster vacuum hoses and pipes,brakes,engine_bay,yes,Mazda,,,,,,,,Factory line; PT012 records the vacuum lines as renewed - confirm whether any factory hose remains Qty on the car: 4.,,,G001-43-640 1480-43-830A 8871-43-836 FA01-43-840,4340A-1 EC-110-06 EC-110-09 EC-110-10 EC-110-11,,PT052
PT568,Brake pipe valve (proportioning valve),brakes,engine_bay,yes,Mazda,,,,,,,,Holder FA07-43-750 Qty on the car: 1.,,,FA07-43-900,4360A-1 EC-111-11 EC-111-09,,
PT569,Front flexible brake hoses,brakes,corners,yes,Mazda,,,,,,,,"Clips 8001-43-635 x2, 0136-43-635 x3 Qty on the car: 2.",,,GA02-43-980,4360A-1 EC-111-12 EC-111-04 EC-111-05,,PT050
PT570,Rear flexible brake hose,brakes,underbody,yes,Mazda,,,,,,,,Clips 8001-43-635 x2 Qty on the car: 1.,,,FA07-43-820,4360A-1 EC-111-10 EC-111-06,,
PT571,"Brake pipe, front (from master cylinder)",brakes,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA07-43-360,4360A-1 EC-111-13,,PT568
PT572,"Brake pipe, front right",brakes,engine_bay,yes,Mazda,,,,,,,,81-82 Qty on the car: 1.,,,FA01-45-280,4360A-1 EC-111-14,,PT568
PT573,"Brake pipe, front left",brakes,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-45-320,4360A-1 EC-111-16,,PT568
PT574,"Brake pipe, rear (FA07-43-370)",brakes,underbody,yes,Mazda,,,,,,,,"Protectors 8871-43-785A, 8595-43-609 x7 (to FB331 610655; later serials differ - confirm), rubber screw 8871-43-608, clips 8173-45-903 x2 Qty on the car: 1.",,,FA07-43-370,4360A-1 EC-111-17 EC-111-01 EC-111-02 EC-111-03 EC-111-19,,PT568
PT575,"Brake pipe, rear (FA54-45-360)",brakes,underbody,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA54-45-360,4360A-1 EC-111-18,,PT568
PT576,"Brake pipe, rear axle left",brakes,underbody,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA07-43-650,4360A-1 EC-111-07,,PT570
PT577,"Brake pipe, rear axle right",brakes,underbody,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA07-43-660,4360A-1 EC-111-08,,PT570
PT578,Parking brake lever,brakes,dash,yes,Mazda,,,,,,,,"Bolt 8001-44-053, pin 8001-44-054 Qty on the car: 1.",,,FA01-44-010B (colour variant 00),4400A-1 EC-113-01 EC-113-02 EC-113-11 EC-113-12,,
PT579,Parking brake release rod,brakes,dash,yes,Mazda,,,,,,,,Spring FA54-44-031 Qty on the car: 1.,,,FA01-44-032,4400A-1 EC-113-04 EC-113-03,,PT578
PT580,Parking brake release button,brakes,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0221-44-033 (colour variant 00),4400A-1 EC-113-05 EC-113-06,,PT578
PT581,Parking brake lever cap,brakes,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-44-034A (colour variant 00),4400A-1 EC-113-07 EC-113-08,,PT578
PT582,Parking brake ratchet,brakes,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,1243-44-044A,4400A-1 EC-113-09,,PT578
PT583,Parking brake sector,brakes,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-44-051,4400A-1 EC-113-10,,PT578
PT584,Parking brake front cable,brakes,underbody,yes,Mazda,,,,,,,,"Return spring 0613-41-308; clips 0118-44-375 x2, 0866-44-189; screw 0866-44-187A Qty on the car: 1.",,,1480-44-150A,4400A-1 EC-113-13 EC-113-14 EC-113-15 EC-113-16 EC-113-17,,PT578
PT585,"Parking brake rear cable, right",brakes,underbody,yes,Mazda,,,,,,,,"Clips 8871-44-439 x2, 1011-44-439 x2, 0305-44-471 x2 (both cables) Qty on the car: 1.",,,FA54-44-410A,4400A-1 EC-113-19 EC-113-22 EC-113-23 EC-113-24,,PT584
PT586,"Parking brake rear cable, left",brakes,underbody,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA54-44-420A,4400A-1 EC-113-21,,PT584
PT587,"Headlamp lid, R and L",lighting,front,yes,Mazda,,,,,,,,"fasteners and trim: lid spring 8871-51-401, protector 8871-51-403, cushion rubber 0866-52-451, stopper screw 8871-51-411 Qty on the car: 2.",,,8871-51-421A (R) 8871-51-621A (L),5103A-1 BI-033-05 BI-033-06 BI-033-01 BI-033-02 BI-033-04 BI-033-31,,
PT588,"Headlamp lid hinge, R and L",lighting,front,yes,Mazda,,,,,,,,"fasteners: tilting-hinge shims 8871-51-405 (6), hinge bolts 8871-51-431, bolt bushings 8871-51-432, hinge nuts 8871-51-433 (4 each) Qty on the car: 2.",,,8871-51-430C (R) 8871-51-630C (L),5103A-1 BI-033-07 BI-033-08 BI-033-03 BI-033-09 BI-033-11 BI-033-12,,PT587
PT589,"Headlamp assembly (halogen), R and L",lighting,front,yes,Mazda,,,,,,,,"GS halogen set. Aim with the adjust screws. fasteners: adjust screws 3958-51-021 (4), adjust springs 8871-51-021, retaining rings 8871-51-033, screw grommets 0483-66-061A. confirm: whether the LED units sit in the factory buckets or replaced them Qty on the car: 2.",,,FA02-89-661 (R) FA02-89-666 (L),5100A-1 BI-032-03 BI-032-04 BI-032-10 BI-032-06 BI-032-07 BI-032-01,,PT587
PT590,"Headlamp retractor motor and link assembly, R and L",lighting,front,yes,Mazda,,,,,,,,fasteners: motor brackets 8871-51-932 (R) 8871-51-942 (L) Qty on the car: 2.,,,FA01-51-930B (R) FA01-51-940B (L),5103A-1 BI-033-14 BI-033-15 BI-033-18 BI-033-19,,
PT591,Headlamp retractor rods and link levers,lighting,front,yes,Mazda,,,,,,,,"per side: motor rod, rod A, rod B and a link lever",,,8871-51-933 8871-51-934 8871-51-936 8871-51-935 (R) 8871-51-945 (L),5103A-1 BI-033-20 BI-033-21 BI-033-22 BI-033-23 BI-033-24,,PT590
PT592,Headlamp manual raise knob,lighting,front,yes,Mazda,,,,,,,,the manual raise knobs work Qty on the car: 2.,,,8871-51-937,5103A-1 BI-033-25,,PT033
PT593,Headlamp retractor motor boot,lighting,front,yes,Mazda,,,,,,,,Qty on the car: 2.,,,8871-51-938,5103A-1 BI-033-27,,PT033
PT594,Headlamp retractor relay,lighting,front,yes,Mazda,,,,,,,,confirm: where the two relays are mounted Qty on the car: 2.,,,8871-51-939,5103A-1 BI-033-29,,
PT595,"Front combination lamp, R and L",lighting,front,yes,Mazda,,,,,,,,fasteners: cord protector 8545-51-516 Qty on the car: 2.,,,FA01-89-662 (R) FA01-89-667 (L),5105A-1 BI-034-02 BI-034-03 BI-034-12,,
PT596,"Front combination lamp bulb, 1157 (27/8 W)",lighting,front,yes,Mazda,,,,,,,,Qty on the car: 2.,,,0000-11-1157,5105A-1 BI-034-01,,PT595
PT597,"Front combination lamp lens, R and L",lighting,front,yes,Mazda,,,,,,,,lens gasket FA01-51-063 Qty on the car: 2.,,,FA01-51-061 (R) FA01-51-071 (L),5105A-1 BI-034-05 BI-034-06 BI-034-04,,PT595
PT598,"Front side turn lamp, R and L",lighting,front,yes,Mazda,,,,,,,,Qty on the car: 2.,,,FA01-89-663 (R) FA01-89-668 (L),5105A-1 BI-034-08 BI-034-09,,
PT599,"Front side turn lamp bulb, 194 (3.8 W)",lighting,front,yes,Mazda,,,,,,,,Qty on the car: 2.,,,0000-11-0194,5105A-1 BI-034-07,,PT598
PT600,"Front side turn lamp lens, R and L",lighting,front,yes,Mazda,,,,,,,,Qty on the car: 2.,,,FA01-51-121 (R) FA01-51-131 (L),5105A-1 BI-034-10 BI-034-11,,PT598
PT601,"Rear combination lamp, R and L",lighting,rear,yes,Mazda,,,,,,,,fasteners: protector FA01-51-159 Qty on the car: 2.,,,FA01-89-664 (R) FA01-89-669 (L),5110A-1 BI-035-03 BI-035-04 BI-035-05,,
PT602,"Rear combination lamp bulb, 1156 (27 W)",lighting,rear,yes,Mazda,,,,,,,,Qty on the car: 4.,,,0000-11-1156,5110A-1 BI-035-01,,PT601
PT603,"Rear combination lamp bulb, 1157 (27/8 W)",lighting,rear,yes,Mazda,,,,,,,,Qty on the car: 4.,,,0000-11-1157,5110A-1 BI-035-02,,PT601
PT604,"Rear combination lamp lens, R and L",lighting,rear,yes,Mazda,,,,,,,,lens gaskets FA01-51-153A (R) FA01-51-163A (L) Qty on the car: 2.,,,FA01-51-151D (R) FA01-51-161D (L),5110A-1 BI-035-06 BI-035-07 BI-035-08 BI-035-09,,PT601
PT605,License lamp,lighting,rear,yes,Mazda,,,,,,,,Qty on the car: 2.,,,3874-89-665A,5120A-1 BI-036-02,,
PT606,License lamp bulb (6 W),lighting,rear,yes,Mazda,,,,,,,,Qty on the car: 2.,,,9970-03-060T,5120A-1 BI-036-01,,PT605
PT607,License lamp lens,lighting,rear,yes,Mazda,,,,,,,,lens gasket 3874-66-373 Qty on the car: 2.,,,3874-66-371,5120A-1 BI-036-03 BI-036-04,,PT605
PT608,"Rear side turn lamp, R and L",lighting,rear,yes,Mazda,,,,,,,,Qty on the car: 2.,,,FA01-89-673 (R) FA01-89-678 (L),5120A-1 BI-036-06 BI-036-07,,
PT609,"Rear side turn lamp bulb, 194 (3.8 W)",lighting,rear,yes,Mazda,,,,,,,,Qty on the car: 2.,,,0000-11-0194,5120A-1 BI-036-05,,PT608
PT610,"Rear side turn lamp lens, R and L",lighting,rear,yes,Mazda,,,,,,,,Qty on the car: 2.,,,FA01-51-551 (R) FA01-51-561 (L),5120A-1 BI-036-08 BI-036-09,,PT608
PT611,Cargo room lamp,lighting,cargo,yes,Mazda,,,,,,,,,,,FA01-51-440,5125A-1 BI-038-01,,
PT612,Cargo room lamp bulb (5 W festoon),lighting,cargo,yes,Mazda,,,,,,,,,,,0000-11-3022,5125A-1 BI-038-02,,PT611
PT613,Cargo room lamp lens,lighting,cargo,yes,Mazda,,,,,,,,,,,FA01-51-441,5125A-1 BI-038-03,,PT611
PT614,Instrument cluster,electrical,dash,yes,Mazda,,,,,,,,'82 cluster; no whole-cluster number is listed. fasteners: spring nuts 8871-55-425 and 0820-56-905,,,,5540A-1 BI-049-23 BI-049-24,,
PT615,Meter case,electrical,dash,yes,Mazda,,,,,,,,,,,FA01-55-441,5540A-1 BI-049-06,,PT614
PT616,Meter print plate (dial face),electrical,dash,yes,Mazda,,,,,,,,,,,FA33-55-442,5540A-1 BI-049-09,,PT614
PT617,Meter window plate,electrical,dash,yes,Mazda,,,,,,,,,,,FA01-55-446,5540A-1 BI-049-26,,PT614
PT618,Warning lamp lens,electrical,dash,yes,Mazda,,,,,,,,,,,FA01-55-444,5540A-1 BI-049-11,,PT614
PT619,Meter hood,electrical,dash,yes,Mazda,,,,,,,,hood springs 8531-55-412 (2),,,8871-55-420A,5540A-1 BI-049-04 BI-049-05,,PT614
PT620,Tachometer,electrical,dash,yes,Mazda,,,,,,,,,,,FA01-55-461,5540A-1 BI-049-12,,PT614
PT621,Speedometer,electrical,dash,yes,Mazda,,,,,,,,'82 unit. trip reset knob 1907-75-102A,,,FA33-55-471,5540A-1 BI-049-14 BI-049-16,,PT614
PT622,Speedometer cable,electrical,dash,yes,Mazda,,,,,,,,cable clip 8173-18-762,,,8871-60-070B,5540A-1 BI-049-25 BI-049-01,,PT621
PT623,Fuel and water temperature gauge,electrical,dash,yes,Mazda,,,,,,,,,,,FA27-55-481,5540A-1 BI-049-18,,PT614
PT624,Meter voltage regulator,electrical,dash,yes,Mazda,,,,,,,,feeds the fuel and temperature gauge,,,FA01-55-482,5540A-1 BI-049-17,,PT614
PT625,Panel illumination dimmer resistor,electrical,dash,yes,Mazda,,,,,,,,"knob FA01-55-492, ring nut FA01-55-493",,,FA01-55-490,5540A-1 BI-049-21 BI-049-19 BI-049-20,,PT614
PT626,"Meter illumination and warning bulb, 194 (3.4 W)",electrical,dash,yes,Mazda,,,,,,,,Qty on the car: 9.,,,0000-11-0194,5540A-1 BI-049-27,,PT614
PT627,"Meter warning bulb, 74 (1.4 W)",electrical,dash,yes,Mazda,,,,,,,,Qty on the car: 8.,,,0000-11-0074,5540A-1 BI-049-28,,PT614
PT628,Meter bulb socket (1316),electrical,dash,yes,Mazda,,,,,,,,confirm: which socket takes which bulb Qty on the car: 9.,,,1316-55-261,5540A-1 BI-049-02,,PT614
