id,stage,stage_title,item,owner,state,gate,note,reply,choices,unit,result,settles
K2,K,K Where it is not recorded,Is the Emission control unit (PT296) on the car as described?,camden,open,,What is uncertain: whether it is still connected with the Weber - confirm Qty on the car: 1. Mazda number N202-18-940; catalogue 6600A-1 BI-095-16 BI-095-08.,choice,"yes, as described|not on the car|different part",,,
K3,K,K Where it is not recorded,Is the Horn relay (PT300) on the car as described?,camden,open,K9,What is uncertain: VIN serial unknown - confirm. Mazda number FA01-66-810A 1524-66-810B; catalogue 6630A-1 BI-101-02 BI-101-03 BI-101-01.,choice,"yes, as described|not on the car|different part",,,
K4,K,K Where it is not recorded,Is the Rear speaker (PT664) on the car as described?,camden,open,,"What is uncertain: confirm: which is fitted, the 5 in single cone (0000-81-0643) or the 6.5 in coaxial (0000-81-5216-01) Qty on the car: 2. Mazda number 0000-81-0643 0000-81-5216-01; catalogue 6680A-2 BI-105-23 BI-105-24.",choice,"yes, as described|not on the car|different part",,,
K5,K,K Where it is not recorded,Is the Audio diode (PT667) on the car as described?,camden,open,,What is uncertain: confirm: where the two diodes sit in the harness Qty on the car: 2. Mazda number FA01-67-242; catalogue 6680A-2 BI-105-30.,choice,"yes, as described|not on the car|different part",,,
K6,K,K Where it is not recorded,"Is the Key set (all locks, one key) (PT705) on the car as described?",camden,open,K9,"What is uncertain: also listed: 8001-62-495 (BI-025-10), an undescribed row after the steering-lock set bolts, fitting FB331 501578- - what it is: confirm. Mazda number FA01-09-010B; catalogue 0900A-1 BI-025-01.",choice,"yes, as described|not on the car|different part",,,
K7,K,K Where it is not recorded,Is the Roof panel (PT774) on the car as described?,camden,open,,"What is uncertain: by its place (normal roof, after the headers) it is the roof panel: confirm Qty on the car: 1. Mazda number 8871-74-030; catalogue 5340A-1 BI-044-26.",choice,"yes, as described|not on the car|different part",,,
K8,K,K Where it is not recorded,Is the Model plate (PT968) on the car as described?,camden,open,,What is uncertain: Where it is fixed is not stated - confirm Qty on the car: 1. Mazda number 8595-69-011B; catalogue 6930A-1 BI-131-01.,choice,"yes, as described|not on the car|different part",,,
M1,M,M Measure or read off the part,Check 1 value(s) on the Battery (PT024),camden,open,,"SP-328 Replacement Supercharge NS70: overall length: 259 mm. Reply done, and write any value that differs.",check,,,,
M2,M,M Measure or read off the part,Check 4 value(s) on the Wiring harness (PT027),camden,open,,"SP-339 Ground X-13 locations: LH front suspension tower; under dashboard LH; SP-340 X-01 front to engine harness connector, cavities: 22 count; SP-341 X-02 front to in-panel harness connector, cavities: 22 count; SP-342 X-03 front to rear harness connector, cavities: 22 count. Reply done, and write any value that differs.",check,,,,
M3,M,M Measure or read off the part,"Check 2 value(s) on the Headlamp retractor motors, LH and RH (PT033)",camden,open,,"SP-584 Retractor motor internal circuit: R (UP) and RY (DOWN) each enter through a diode to a cam limit switch; its common drives the relay coil to ground; relay NO contact connects WR to the motor, NC contact grounds the motor; YG taps the motor feed through a diode to the 3.4 W retractor indicator; SP-585 Retractor motor feed: own 0.3 sq fusible link on WR (separate from the 0.3 sq WG link and the 1.25 sq main). Reply done, and write any value that differs.",check,,,,
M4,M,M Measure or read off the part,Check 2 value(s) on the Headlamp retractor switch (PT034),camden,open,,"SP-580 Retractable headlight switch contacts: Two ganged poles: UP/ON joins WG (constant feed) to R (motor UP line); OFF/normal joins RW (from light switch, hot when LIGHT is off) to RY (motor DOWN line); SP-582 Headlight cleaner switch inside the retractable headlight switch: LY to cleaner motor E-11 (via X-12), B to ground (X-02, X-13). Reply done, and write any value that differs.",check,,,,
M5,M,M Measure or read off the part,Check 2 value(s) on the Headlamp units (PT035),camden,open,,"SP-592 Halogen sealed beam wattage, high/low (GS/GSL halogen): 60/50 W; SP-593 Low beam wire / high beam wire: RY low, RL high. Reply done, and write any value that differs.",check,,,,
M6,M,M Measure or read off the part,Check 1 value(s) on the Rear defrost grid (PT037),camden,open,,"SP-401 Ground point: X-15 via D-07 (or X-18 without rear wiper). Reply done, and write any value that differs.",check,,,,
M7,M,M Measure or read off the part,Check 1 value(s) on the Distributor contact (PT263),camden,open,,"SP-579 Part identity: centre contact (carbon button with spring) inside the distributor cap, bearing on the rotor: 1757-24-302. Reply done, and write any value that differs.",check,,,,
M8,M,M Measure or read off the part,Check 1 value(s) on the Alternator front ball bearing (PT266),camden,open,,"SP-268 Replacement 6202 bearing size: 15 x 35 x 11 (bore x OD x width) mm. Reply done, and write any value that differs.",check,,,,
M9,M,M Measure or read off the part,Check 1 value(s) on the Alternator rear ball bearing (PT267),camden,open,,"SP-271 Replacement 6201-2RS bearing size (slip-ring end): 12 x 32 x 10 (bore x OD x width) mm. Reply done, and write any value that differs.",check,,,,
M10,M,M Measure or read off the part,"Check 2 value(s) on the Battery carrier, tray and clamp (PT288)",camden,open,,"SP-334 Clamp nut (catalogue hardware code): 999400602; SP-335 Carrier mounting bolt (catalogue hardware code): 997960612. Reply done, and write any value that differs.",check,,,,
M11,M,M Measure or read off the part,Check 1 value(s) on the Battery positive cable (PT289),camden,open,,"SP-336 Cable clip fasteners (catalogue hardware codes): 992761410; 992891053; 997860612. Reply done, and write any value that differs.",check,,,,
M12,M,M Measure or read off the part,Check 1 value(s) on the Horn relay (PT300),camden,open,,"SP-365 Location: under dash LH beside the CPU. Reply done, and write any value that differs.",check,,,,
M13,M,M Measure or read off the part,Check 1 value(s) on the Central processing unit (warning and flasher control unit) (PT301),camden,open,,"SP-404 Connector: X-16: 17-way plus separate 1-way (GB). Reply done, and write any value that differs.",check,,,,
M14,M,M Measure or read off the part,Check 2 value(s) on the Lamp checker relay (PT304),camden,open,,"SP-601 Stop light checker function: W in from stop switch, G out to both stop lamp filaments, GL to the meter stop-light warning, B ground X-13; SP-603 Mounting: relay bracket under the dash with the C.P.U. and horn relay (catalogue D-code 67660, LAMPC. RELAY). Reply done, and write any value that differs.",check,,,,
M15,M,M Measure or read off the part,Check 2 value(s) on the Oscillator unit (PT305),camden,open,,"SP-416 Connector C-10 cavities used: 6-way: G, YB, LR, YR (two of six cavities not used); B on a separate 1-way; SP-418 Location: left front fender near the battery. Reply done, and write any value that differs.",check,,,,
M16,M,M Measure or read off the part,Check 1 value(s) on the Power antenna relay (PT307),camden,open,,"SP-374 Connector cavities: 8 count. Reply done, and write any value that differs.",check,,,,
M17,M,M Measure or read off the part,Check 3 value(s) on the 3-point relay (PT308),camden,open,,"SP-376 Identity: hot start relay (3-point relay); SP-378 Connector cavities: 6 count; SP-379 Location: LH front engine bay beside the choke & check relay. Reply done, and write any value that differs.",check,,,,
M18,M,M Measure or read off the part,Check 1 value(s) on the Fuse block (PT310),camden,open,,"SP-354 Location: under dash LH. Reply done, and write any value that differs.",check,,,,
M19,M,M Measure or read off the part,Check 1 value(s) on the Rear harness (PT318),camden,open,,"SP-383 Connector X-03 (front to rear harness) cavities: 22 count. Reply done, and write any value that differs.",check,,,,
M20,M,M Measure or read off the part,Check 1 value(s) on the Engine harness (PT321),camden,open,,"SP-382 Connector X-01 (front to engine harness) cavities: 22 count. Reply done, and write any value that differs.",check,,,,
M21,M,M Measure or read off the part,Check 2 value(s) on the Engine harness fusible link (PT322),camden,open,,"SP-380 Fusible link conductor size: 0.5 mm2; SP-381 Fusible link colour code: G (green). Reply done, and write any value that differs.",check,,,,
M22,M,M Measure or read off the part,Check 1 value(s) on the Transmission harness (PT323),camden,open,,"SP-386 Connector X-10 (to transmission harness) cavities: 6 count. Reply done, and write any value that differs.",check,,,,
M23,M,M Measure or read off the part,Check 2 value(s) on the Instrument harness (PT325),camden,open,,"SP-384 Connector X-02 (front to inpane harness) cavities: 22 count; SP-385 Connector X-12 (front to inpane harness) cavities: 10 count. Reply done, and write any value that differs.",check,,,,
M24,M,M Measure or read off the part,Check 2 value(s) on the Stop lamp switch (PT557),camden,open,,"SP-597 Stop light switch contact: normally open; closes GW to W when the brake pedal is pressed; SP-600 Replacement Mazda H003-66-490A brake light switch, 82-88 RX-7 with cruise control (Mazdatrix, 47.15 USD, in stock): 47.15 USD. Reply done, and write any value that differs.",check,,,,
M25,M,M Measure or read off the part,Check 1 value(s) on the Headlamp retractor relay (PT594),camden,open,,"SP-605 Retractor relay contacts: coil via motor limit switch to ground; NO contact WR to motor; NC contact motor to ground (dynamic brake). Reply done, and write any value that differs.",check,,,,
M26,M,M Measure or read off the part,"Check 1 value(s) on the Rear combination lamp, R and L (PT601)",camden,open,,"SP-635 Connector cavities: 6 (5 used). Reply done, and write any value that differs.",check,,,,
M27,M,M Measure or read off the part,"Check 2 value(s) on the Rear side turn lamp, R and L (PT608)",camden,open,,"SP-658 Circuit: tail / parking / marker bus (lit steady, not flashing): RG; SP-660 Ground point: X-15. Reply done, and write any value that differs.",check,,,,
M28,M,M Measure or read off the part,"Check 1 value(s) on the Rear side turn lamp lens, R and L (PT610)",camden,open,,"SP-671 Lens colour: red. Reply done, and write any value that differs.",check,,,,
M29,M,M Measure or read off the part,Check 1 value(s) on the Instrument cluster (PT614),camden,open,,"SP-423 Harness connectors to the cluster: X-05 and X-06, round 13-cavity with centre key. Reply done, and write any value that differs.",check,,,,
M30,M,M Measure or read off the part,Check 2 value(s) on the Meter bulb socket (1316) (PT628),camden,open,,"SP-456 Bulb held (figure callout 75115, Mazda 0000-11-0194, trade 194): 3.4 W; SP-458 Bulb base accepted (from the 194 bulb): T-3 1/4 wedge. Reply done, and write any value that differs.",check,,,,
M31,M,M Measure or read off the part,Check 2 value(s) on the Meter bulb socket (3625) (PT629),camden,open,,"SP-459 Bulb held (figure callout 75115A, Mazda 0000-11-0074, trade 74): 1.4 W; SP-460 Quantity in the cluster: 6 pcs. Reply done, and write any value that differs.",check,,,,
M32,M,M Measure or read off the part,Check 1 value(s) on the Power mirror remote control switch (PT634),camden,open,,"SP-463 Supply fuse (WG, constant): 10 A. Reply done, and write any value that differs.",check,,,,
M33,M,M Measure or read off the part,"Check 1 value(s) on the Radio, Clarion AM/FM full control (PT655)",camden,open,,"SP-489 Radio illumination lamp: 3.4 W. Reply done, and write any value that differs.",check,,,,
M34,M,M Measure or read off the part,"Check 1 value(s) on the Front speaker, 4 in dual cone (PT662)",camden,open,,"SP-498 Speaker nominal size, dual cone: 4 in. Reply done, and write any value that differs.",check,,,,
M35,M,M Measure or read off the part,Check 1 value(s) on the Rear speaker (PT664),camden,open,,"SP-500 Rear speaker nominal size, single cone (0000-81-0643): 5 in. Reply done, and write any value that differs.",check,,,,
M36,M,M Measure or read off the part,Check 1 value(s) on the Audio diode (PT667),camden,open,,"SP-503 Diodes fitted: 2 count. Reply done, and write any value that differs.",check,,,,
M37,M,M Measure or read off the part,Check 2 value(s) on the Wiper motor (PT678),camden,open,,"SP-519 Circuit fuse: 10 A; SP-521 Connector: 4-pole plug (LW, LR, L, LB) + 1-pole ground plug (B). Reply done, and write any value that differs.",check,,,,
M38,M,M Measure or read off the part,Check 1 value(s) on the Wiper blade (PT686),camden,open,,"SP-522 Front blade length (aftermarket fitment): 432 mm. Reply done, and write any value that differs.",check,,,,
M39,M,M Measure or read off the part,Check 4 value(s) on the Rear wiper motor (PT688),camden,open,,"SP-523 Feed fuse (IG, X-04 fuse block, shared with rear washer): 10 A; SP-524 Motor control method: ground-side switched: motor BG lead grounded through D-06 rear wiper & washer switch to B, X-11, X-02, X-13; SP-525 Internal auto-stop (park) switch: yes - single contact inside the motor to body ground, keeps the motor running to the park position after the switch is turned off; SP-526 Standard equipment, 1982 US: GSL only (listed as GSL addition over GS: rear-window wiper/washer). Reply done, and write any value that differs.",check,,,,
M40,M,M Measure or read off the part,Check 1 value(s) on the Ignition switch (PT708),camden,open,,"SP-539 ACC output fuse to LO bus (X-04): 20 A. Reply done, and write any value that differs.",check,,,,
M41,M,M Measure or read off the part,Check 7 value(s) on the Glove box lamp bulb (12V 3.4W) (PT833),camden,open,,"SP-684 Replacement trade 194: design voltage: 14.0 V; SP-685 Replacement trade 194: current: 0.27 A; SP-686 Replacement trade 194: luminous intensity: 2 MSCP; SP-687 Replacement trade 194: bulb and base: T-3 1/4 wedge, C-2F filament; SP-688 Replacement trade 194: maximum overall length: 1.06 in; SP-689 Replacement trade 194: light centre length: 0.56 in; SP-690 Replacement trade 194: average life: 2500 h. Reply done, and write any value that differs.",check,,,,
M42,M,M Measure or read off the part,Check 7 value(s) on the Center panel illumination bulb (12V 3.4W) (PT842),camden,open,,"SP-691 Replacement trade 194: design voltage: 14.0 V; SP-692 Replacement trade 194: current: 0.27 A; SP-693 Replacement trade 194: luminous intensity: 2 MSCP; SP-694 Replacement trade 194: bulb and base: T-3 1/4 wedge, C-2F filament; SP-695 Replacement trade 194: maximum overall length: 1.06 in; SP-696 Replacement trade 194: light centre length: 0.56 in; SP-697 Replacement trade 194: average life: 2500 h. Reply done, and write any value that differs.",check,,,,
M43,M,M Measure or read off the part,Check 7 value(s) on the Center panel illumination bulbs (1.4W) (PT845),camden,open,,"SP-706 Replacement trade 74: design voltage: 14.0 V; SP-707 Replacement trade 74: current: 0.10 A; SP-708 Replacement trade 74: luminous intensity: 0.70 MSCP; SP-709 Replacement trade 74: bulb and base: T-1 3/4 subminiature wedge, C-2F filament; SP-710 Replacement trade 74: maximum overall length: 0.80 in; SP-711 Replacement trade 74: light centre length: 0.40 in; SP-712 Replacement trade 74: average life: 500 h. Reply done, and write any value that differs.",check,,,,
M44,M,M Measure or read off the part,Check 7 value(s) on the Shift indicator bulb (12V 3.4W) (PT856),camden,open,,"SP-698 Replacement trade 194: design voltage: 14.0 V; SP-699 Replacement trade 194: current: 0.27 A; SP-700 Replacement trade 194: luminous intensity: 2 MSCP; SP-701 Replacement trade 194: bulb and base: T-3 1/4 wedge, C-2F filament; SP-702 Replacement trade 194: maximum overall length: 1.06 in; SP-703 Replacement trade 194: light centre length: 0.56 in; SP-704 Replacement trade 194: average life: 2500 h. Reply done, and write any value that differs.",check,,,,
M45,M,M Measure or read off the part,Check 1 value(s) on the Map lamp (spot lamp) (PT958),camden,open,,"SP-713 Spot lamp internal circuit: LY constant feed - spot lamp switch - bulb - case ground; independent of the door switches. Reply done, and write any value that differs.",check,,,,
M46,M,M Measure or read off the part,Check 1 value(s) on the Map lamp socket and holder (PT959),camden,open,,"SP-716 Bulb carried: 0000-11-0194 (69170K, wedge). Reply done, and write any value that differs.",check,,,,
M47,M,M Measure or read off the part,Check 4 value(s) on the Interior mirror lamp bulb (12V 10W) (PT961),camden,open,,"SP-718 Rating (catalogue): 10 W; SP-719 Bulb form: festoon (double-ended); SP-720 Interior lamp internal circuit: LY feed - bulb - 3-position switch: ON = case ground, DOOR = RY to door switches H-07/H-08 (ground when a door opens), OFF = open; SP-721 Replacement DE3175: voltage: 13 V. Reply done, and write any value that differs.",check,,,,
M48,M,M Measure or read off the part,Check 1 value(s) on the Interior mirror lamp bulb (12V 5W per catalogue) (PT962),camden,open,,"SP-724 Rating (catalogue, this figure): 5 W. Reply done, and write any value that differs.",check,,,,
M49,M,M Measure or read off the part,Check 2 value(s) on the body,camden,open,,"SP-239 Underbody: front frame basic hole (A) height, and fender fixing nut spacing: A 220 (8.66) above the datum line; front fender fixing nuts 1324 (52.13) apart; a third width on the same view, 1060 (41.73) - what it spans is not labelled, confirm on the page mm (in); SP-240 Underbody: l1 (engine side, from the front frame basic hole), automatic: right 897 (35.32), left 910 (35.83); lR 26.85 (1.06), lL 32.5 (1.28) mm (in). Reply done, and write any value that differs.",check,,,,
L1,L,L Look up the 1982 figure,Find the 1982 figure for 1 brakes spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-121",,,,,
L2,L,L Look up the 1982 figure,Find the 1982 figure for 1 cooling spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-054",,,,,
L3,L,L Look up the 1982 figure,Find the 1982 figure for 25 electrical spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-060, SP-061, SP-062, SP-078, SP-079, SP-080, SP-257, SP-258, SP-259, SP-260, SP-264, SP-265, SP-266, SP-267, SP-270, SP-273, SP-275, SP-277, SP-278, SP-283, SP-284, SP-286, SP-295, SP-296, SP-299",,,,,
L4,L,L Look up the 1982 figure,Find the 1982 figure for 25 electrical spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-300, SP-305, SP-306, SP-309, SP-310, SP-311, SP-312, SP-313, SP-315, SP-316, SP-317, SP-318, SP-319, SP-320, SP-326, SP-327, SP-337, SP-338, SP-347, SP-351, SP-353, SP-367, SP-368, SP-369, SP-370",,,,,
L5,L,L Look up the 1982 figure,Find the 1982 figure for 25 electrical spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-371, SP-372, SP-373, SP-375, SP-387, SP-388, SP-389, SP-395, SP-397, SP-398, SP-399, SP-402, SP-403, SP-405, SP-406, SP-407, SP-408, SP-419, SP-424, SP-425, SP-426, SP-427, SP-428, SP-429, SP-430",,,,,
L6,L,L Look up the 1982 figure,Find the 1982 figure for 25 electrical spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-431, SP-432, SP-433, SP-434, SP-435, SP-436, SP-437, SP-438, SP-439, SP-440, SP-441, SP-442, SP-443, SP-444, SP-445, SP-464, SP-465, SP-466, SP-468, SP-473, SP-474, SP-475, SP-477, SP-479, SP-482",,,,,
L7,L,L Look up the 1982 figure,Find the 1982 figure for 25 electrical spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-483, SP-484, SP-485, SP-492, SP-493, SP-499, SP-502, SP-505, SP-506, SP-507, SP-508, SP-510, SP-512, SP-513, SP-514, SP-515, SP-516, SP-517, SP-518, SP-527, SP-528, SP-529, SP-531, SP-535, SP-540",,,,,
L8,L,L Look up the 1982 figure,Find the 1982 figure for 10 electrical spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-541, SP-542, SP-543, SP-544, SP-545, SP-546, SP-548, SP-551, SP-553, SP-554",,,,,
L9,L,L Look up the 1982 figure,Find the 1982 figure for 4 engine spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-019, SP-021, SP-024, SP-026",,,,,
L10,L,L Look up the 1982 figure,Find the 1982 figure for 6 general spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-139, SP-142, SP-144, SP-174, SP-181, SP-184",,,,,
L11,L,L Look up the 1982 figure,Find the 1982 figure for 15 ignition spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-042, SP-043, SP-045, SP-046, SP-047, SP-563, SP-564, SP-565, SP-566, SP-567, SP-568, SP-570, SP-572, SP-574, SP-575",,,,,
L12,L,L Look up the 1982 figure,Find the 1982 figure for 15 lighting spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-188, SP-581, SP-583, SP-586, SP-587, SP-588, SP-589, SP-590, SP-591, SP-599, SP-602, SP-637, SP-651, SP-678, SP-679",,,,,
L13,L,L Look up the 1982 figure,Find the 1982 figure for 1 steering spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-111",,,,,
L14,L,L Look up the 1982 figure,Find the 1982 figure for 2 transmission spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-095, SP-096",,,,,
L15,L,L Look up the 1982 figure,Find the 1982 figure for 2 wheels spec(s) held as another year's or unverified,agent,open,,"Look each up in S-038 (1982 Technical Data), S-001 or another 1982 source; clear applies or keep other-car with the reason: SP-123, SP-127",,,,,
W1,W,W Wiring check against the 1982 diagram,"Check the 6 terminal(s) of the Ignition coils, leading and trailing (PT013): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): T + BW; T - YG; T HT ?; L + BW; L - YL; L HT ?. Reply done, and write any that differ.",check,,,,
W2,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Battery (PT024): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): + ?; - ?. Reply done, and write any that differ.",check,,,,
W3,W,W Wiring check against the 1982 diagram,Check the 5 terminal(s) of the Alternator (PT025): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): B WR; R BW; L WB; F ?; E ?. Reply done, and write any that differ.",check,,,,
W4,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Starter motor (PT026): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): M ?; E ?. Reply done, and write any that differ.",check,,,,
W5,W,W Wiring check against the 1982 diagram,"Check the 4 terminal(s) of the Headlamp retractor motors, LH and RH (PT033): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): WR WR; R R; RY RY; YG YG. Reply done, and write any that differ.",check,,,,
W6,W,W Wiring check against the 1982 diagram,Check the 6 terminal(s) of the Headlamp retractor switch (PT034): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): WG WG; R R; RW RW; RY RY; LY LY; B B. Reply done, and write any that differ.",check,,,,
W7,W,W Wiring check against the 1982 diagram,Check the 3 terminal(s) of the Headlamp units (PT035): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): RY RY; RL RL; B B. Reply done, and write any that differ.",check,,,,
W8,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Rear defrost switch (PT036): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): Y Y; LG LG. Reply done, and write any that differ.",check,,,,
W9,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Rear defrost grid (PT037): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LG LG; B B. Reply done, and write any that differ.",check,,,,
W10,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Washer fluid pump (PT038): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LB LB; LY LY. Reply done, and write any that differ.",check,,,,
W11,W,W Wiring check against the 1982 diagram,Check the 1 terminal(s) of the Distributor pick-up coil set (PT256): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): 2 leads (each coil) ?. Reply done, and write any that differ.",check,,,,
W12,W,W Wiring check against the 1982 diagram,"Check the 6 terminal(s) of the Igniters, leading and trailing (PT258): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): B-20 YG YG; B-20 BW BW; B-21 YL YL; B-21 BW BW; GND ?; PU ?. Reply done, and write any that differ.",check,,,,
W13,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Distributor condenser (PT261): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): B-22 BW BW; case ?. Reply done, and write any that differ.",check,,,,
W14,W,W Wiring check against the 1982 diagram,Check the 3 terminal(s) of the Starter magnetic switch (solenoid) (PT275): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): B ?; S BW; M ?. Reply done, and write any that differ.",check,,,,
W15,W,W Wiring check against the 1982 diagram,Check the 1 terminal(s) of the Starter yoke (field frame) (PT276): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): field lead ?. Reply done, and write any that differ.",check,,,,
W16,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Starter brush holder and brushes (PT278): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): (+) brushes ?; (-) brushes ?. Reply done, and write any that differ.",check,,,,
W17,W,W Wiring check against the 1982 diagram,Check the 3 terminal(s) of the Battery positive cable (PT289): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): battery end ?; starter end ?; X-07 WR. Reply done, and write any that differ.",check,,,,
W18,W,W Wiring check against the 1982 diagram,Check the 2 terminal(s) of the Battery ground cable (PT290): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): battery end ?; ground end ?. Reply done, and write any that differ.",check,,,,
W19,W,W Wiring check against the 1982 diagram,Check the 3 terminal(s) of the Horn relay (PT300): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): GW GW; GL GL; GY GY. Reply done, and write any that differ.",check,,,,
W20,W,W Wiring check against the 1982 diagram,Check the 18 terminal(s) of the Central processing unit (warning and flasher control unit) (PT301): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): X-16 A LB; X-16 B LO; X-16 C GY; X-16 D Br; X-16 E GL; X-16 F L; X-16 G LY; X-16 H LY; X-16 J B; X-16 K RG; X-16 L LG; X-16 M G; X-16 N G; X-16 O RY; X-16 P BrW; X-16 Q GW; X-16 R GB; X-16 S (1-way) GB. Reply done, and write any that differ.",check,,,,
W21,W,W Wiring check against the 1982 diagram,Check the 4 terminal(s) of the Lamp checker relay (PT304): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): W W; G G; GL GL; B B. Reply done, and write any that differ.",check,,,,
W22,W,W Wiring check against the 1982 diagram,Check the 5 terminal(s) of the Oscillator unit (PT305): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): G G; YB YB; LR LR; YR YR; B B. Reply done, and write any that differ.",check,,,,
W23,W,W Wiring check against the 1982 diagram,Check the 4 terminal(s) of the 3-point relay (PT308): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): LW (contact) LW; GR GR; LW (coil) LW; B B. Reply done, and write any that differ.",check,,,,
W24,W,W Wiring check against the 1982 diagram,Check the 15 terminal(s) of the Fuse block (PT310): label and wire colour,camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): 20A-LO LO; 15A-Y Y; 20A-LR LR; 10A-LB LB; 10A-L L; 30A-BL BL; 10A-Br Br; 10A-BLg BLg; 20A-LR LR; 15A-GW GW; 15A-LY LY; 10A-WG WG; 10A-R R; 10A-GY GY; 15A-BW BW. Reply done, and write any that differ.",check,,,,
W25,W,W Wiring check against the 1982 diagram,"Check the 2 terminal(s) of the Fusible links, brown (PT316): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): RETRACTOR WR; HEAD WG. Reply done, and write any that differ.",check,,,,
W26,W,W Wiring check against the 1982 diagram,"Check the 2 terminal(s) of the Fusible link, black (PT317): label and wire colour",camden,open,VER.02,"Unplug it and compare each terminal with the record (from the 1982 diagram): in ?; out WR. Reply done, and write any that differ.",check,,,,
