id,category,title,subject,fits,site,url,author,licence,format,obtained,login,local_path,size_mm,scale,triangles,quality,detail,note
grabcad-wankel-rotary-engine-single-rotor-654cc,rotary,Wankel rotary engine single rotor 654cc,Single-rotor 654 cc Wankel (13B-sized chamber),close,GrabCAD,https://grabcad.com/library/wankel-rotary-engine-single-rotor-654cc,Christos Psaras,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS,Rendering,Other",no,yes,,,,,2,,654 cc = one 13B chamber. Author text: This is a full working model of a signle rotor wankel rotary engine. The rotor and the shaft have a complete mechanical assembly with rotor/shaft ratio 1:3
grabcad-graupner-os-wankel-engine,rotary,Graupner-OS wankel engine,Graupner/OS model Wankel,different,GrabCAD,https://grabcad.com/library/graupner-os-wankel-engine,Maciej,GrabCAD Community (free with account; per-model terms),"CATIA V5,STEP / IGES,Rendering",no,yes,,,,,3,,"Author text: The smallest rotary I've ever seen. Model without front shaft bearing, carburettor and exhaust, glow plug, screws. Added muffler. Anyone would create carbo?"
grabcad-os-engine-graupner-wankel-version-1-1,rotary,OS Engine Graupner Wankel Version 1,OS/Graupner Wankel v1,different,GrabCAD,https://grabcad.com/library/os-engine-graupner-wankel-version-1-1,TheHeliart,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Rendering",no,yes,,,,,2,,Author text: I made some construction with Fusion 360 to get a clue about to work with. Actually only some pictures and stp-file for the assembled carburetor.
grabcad-wankel-engine-26,rotary,Wankel Engine,Wankel engine (retouch of wankel-engine-21),close,GrabCAD,https://grabcad.com/library/wankel-engine-26,Yash Darji,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Rendering",no,yes,,,,,2,,Author text: Designed by YASH DARJI Found it : https://grabcad.com/library/wankel-engine-21 and I retouched it for some design updation
grabcad-motor-wankel,rotary,MOTOR WANKEL,Two-chamber Wankel,different,GrabCAD,https://grabcad.com/library/motor-wankel,Fredy Gomez,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS,STEP / IGES,STL,Rendering",no,yes,,,,,2,,Author text: MOTOR WANKEL DE DOBLE CAMARA
grabcad-wankel-motor-model-for-3d-printers-1,rotary,Wankel motor model for 3D printers,Wankel motor model for 3D printing,different,GrabCAD,https://grabcad.com/library/wankel-motor-model-for-3d-printers-1,Tommi Sintonen,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS,Rendering,Other",no,yes,,,,,2,,"Author text: Basic mechanical demonstration of Wankel motor. These .STL files have been printed, and it works :)"
grabcad-3-chamber-wankel-engine-1,rotary,3-chamber Wankel engine,3-chamber Wankel concept,different,GrabCAD,https://grabcad.com/library/3-chamber-wankel-engine-1,Aleksandar Andjelkovic,GrabCAD Community (free with account; per-model terms),"OBJ,STEP / IGES,STL,Rendering,Other",no,yes,,,,,1,,"Author text: I wanted to construct a Wankel engine with three chambers. This is just my idea of ​​how it might be resolved.All wankel engines on this site are designed with two chambers. How I solved the problem with the middle chamber, you can see in step file."
grabcad-wankel-powertrain-1,rotary,Wankel Powertrain,Wankel powertrain (uses Jean-Nicholas Mason 13B),close,GrabCAD,https://grabcad.com/library/wankel-powertrain-1,Sorin Ovidiu,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Rendering",no,yes,,,,,2,,"Author text: A project I work at. The engine assembly is downloaded from GabCAD, thanks to Jean-Nicholas Mason."
grabcad-dual-rotor-wankel-engine-1,rotary,Dual-rotor Wankel engine,Dual-rotor Wankel kinematics,different,GrabCAD,https://grabcad.com/library/dual-rotor-wankel-engine-1,borz31,GrabCAD Community (free with account; per-model terms),"CATIA V5,Rendering",no,yes,,,,,2,,Author text: Rotors and shaft of dual-rotor Wankel engine and kinematics of moving (gears teeth doesn't fit properly)
grabcad-2-rotor-wankel-engine-2,rotary,2 Rotor Wankel Engine,2-rotor Wankel inspired by RX-7 (655 cc/chamber),close,GrabCAD,https://grabcad.com/library/2-rotor-wankel-engine-2,security ALICE,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS,Rendering",no,yes,,,,,2,,"Author text: Made a Model of a wankel Engine using Solidworks and autodesk fusion 360 . Its a two-rotor design, with each chamber displacing 655 cc or 1310cc total displacement. Inspired from Mazda RX-7 Twin rotary engine (13A). Video of the working model is also"
grabcad-wankel-engine-18,rotary,Wankel engine,"Wankel engine (SolidWorks 2019, IGS)",different,GrabCAD,https://grabcad.com/library/wankel-engine-18,Daniel Loera,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS 2017,STEP / IGES,Rendering",no,yes,,,,,2,,Author text: Solidworks 2019. .IGS file of the full motor assembly in the folder
grabcad-wankel-engine-19,rotary,Wankel Engine,Wankel engine (SolidWorks 2019),different,GrabCAD,https://grabcad.com/library/wankel-engine-19,Umer Shamshad,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS 2017,STEP / IGES,Rendering",no,yes,,,,,2,,Author text: Model of a Wankel Engine. Made in SolidWorks 2019.
grabcad-wankel-engine-wankel-motoru-rotary-engine-1,rotary,"Wankel Engine, wankel motoru, Rotary engine",Wankel engine (educational),different,GrabCAD,https://grabcad.com/library/wankel-engine-wankel-motoru-rotary-engine-1,An Engineer,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS,STEP / IGES,Rendering",no,yes,,,,,2,,"Author text: Compared to the reciprocating piston engine, the Wankel engine has more uniform torque and less vibration and, for a given power, is more compact and weighs less. The rotor, which creates the turning motion, is similar in shape to a Reuleaux triangl"
grabcad-wankel-rotary-engine-8,rotary,Wankel Rotary Engine,Wankel rotary engine,different,GrabCAD,https://grabcad.com/library/wankel-rotary-engine-8,Ulaş Baha Çınar,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Rendering",no,yes,,,,,2,,Author text: The Wankel engine is a type of internal combustion engine using an eccentric rotary design to convert pressure into rotating motion.
grabcad-wankel-rotary-engine-w-slash-constraints,rotary,Wankel Rotary Engine w/constraints,Wankel with Inventor constraints,different,GrabCAD,https://grabcad.com/library/wankel-rotary-engine-w-slash-constraints,Beau Bernis,GrabCAD Community (free with account; per-model terms),"Autodesk Inventor 2012,Rendering",no,yes,,,,,1,,"Author text: This is an elaboration upon an unconstrained Wankel Rotary Engine designed to work in AutoDesk Inventor. The only missing constraint is unfortunately the most important, namely the interaction between the rotor housing and the rotor itself. If anyone"
grabcad-design-of-wankel-engine-1,rotary,DESIGN OF WANKEL ENGINE,Design of Wankel engine,different,GrabCAD,https://grabcad.com/library/design-of-wankel-engine-1,Srinivaasan mechanical,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS 2017,SOLIDWORKS 2014,Rendering",no,yes,,,,,2,,"Author text: The Wankel engine is a type of internal combustion engine using an eccentric rotary design to convert pressure into rotating motion. All parts rotate consistently in one direction, as opposed to the common reciprocating piston engine, which has pisto"
grabcad-wankel-engine-with-complete-movement-1,rotary,Wankel Engine with complete movement,Wankel with complete movement (educational),different,GrabCAD,https://grabcad.com/library/wankel-engine-with-complete-movement-1,Chera D.E,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS,Rendering",no,yes,,,,,2,,Author text: Wankel rotary engine assembly for educational and learning purposes.
grabcad-wankels-rotor-and-shaft,rotary,wankel's rotor and shaft.,Wankel rotor + shaft,different,GrabCAD,https://grabcad.com/library/wankels-rotor-and-shaft,Mohamad Ebad Mehrfar,GrabCAD Community (free with account; per-model terms),"CATIA Older,SOLIDWORKS 2010,STL,Rendering",no,yes,,,,,1,,Author text: Rotors and Shaft of Wankel engine.
grabcad-rotary-engine--1,rotary,Rotary Engine,Wankel engine,different,GrabCAD,https://grabcad.com/library/rotary-engine--1,Derrek Thompson-Sevcik,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS 2011,STEP / IGES,STL,Rendering,Other",no,yes,,,,,1,,Author text: Wankel Engine
grabcad-wankel-rotary-engine-model-2,rotary,Wankel Rotary Engine Model,Wankel rotary engine model (787B/RX-7 inspired),different,GrabCAD,https://grabcad.com/library/wankel-rotary-engine-model-2,Ardi Esdiyanto,GrabCAD Community (free with account; per-model terms),SOLIDWORKS,no,yes,,,,,2,,"Author text: A Wankel engine or rotary engine is an engine that has been developed by Wankel, which is popularly used by Mazda RX-7 and Mazda 787B in 24 hours Le Mans series."
grabcad-turbocharged-4-rotor-engine-1,rotary,turbocharged 4 rotor engine,Turbocharged 4-rotor (787B-style),different,GrabCAD,https://grabcad.com/library/turbocharged-4-rotor-engine-1,Ahnaf Zahid,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS,Rendering",no,yes,,,,,2,,"Author text: the Wankel rotary engine, taken up to 4 rotors, as you would find in the Mazda 787B. It has also been turbocharged with custom blade diameters and custom injectors"
grabcad-rotron-rt1200-p-200hp-quad-rotor-wankel-engine-1,rotary,Rotron RT1200-P 200hp Quad-Rotor Wankel Engine,Rotron RT1200-P UAV quad-rotor Wankel,different,GrabCAD,https://grabcad.com/library/rotron-rt1200-p-200hp-quad-rotor-wankel-engine-1,Felipe Westin,GrabCAD Community (free with account; per-model terms),"Parasolid,Rendering,Other",no,yes,,,,,2,,"Author text: Rotron RT1200-P https://rotronpower.com/rt1200p-rotary-engine/ Rotron Power Limited is a British aircraft engine manufacturer based in Semley, Wiltshire. The company specializes in the design and manufacture of Wankel engines for unmanned aerial ve"
grabcad-rotron-690-wankel-engine-1,rotary,Rotron 690 Wankel Engine,Rotron RT690 UAV Wankel,different,GrabCAD,https://grabcad.com/library/rotron-690-wankel-engine-1,CAD Pilled,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Rendering",no,yes,,,,,2,,Author text: Reference model from https://rotronpower.com/rt690xe-rotary-engine/ https://rotronpower.com/5lmospujo2lbocroqiph/
grabcad-rotron-rt690-xe-rotor-housing-1,rotary,ROTRON RT690-XE rotor housing,Rotron RT690-XE rotor housing with internals,different,GrabCAD,https://grabcad.com/library/rotron-rt690-xe-rotor-housing-1,Sam v L,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Rendering",no,yes,,,,,2,,"States 345 cc, width 80 mm. Author text: ROTRON RT690-XE with internal design Got the parasolid model from their website and designed the internals. Displacement: 345cc Width: 80mm Exhaust port diameter: 38mm Intake port diameter: 40mm Weight: 2187g"
grabcad-wankel-rotary-engine-advanced-3d-cad-modeling-1,rotary,Wankel Rotary Engine: Advanced 3D CAD Modeling,"Wankel engine, parametric epitrochoid modelling",different,GrabCAD,https://grabcad.com/library/wankel-rotary-engine-advanced-3d-cad-modeling-1,Níkolas Grüdtner,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Rendering",no,yes,,,,,2,,"Author text: Description: High-precision 3D modeling project of a Wankel rotary engine, focused on the unique geometry and orbital kinematics of the rotary combustion cycle. The project served as a deep dive into non-standard mechanical design, requiring advance"
grabcad-weber-dcoe-carburetor-1,rotary,Weber DCOE Carburetor,Weber 45 DCOE carburettor (from drawings + measurements),close,GrabCAD,https://grabcad.com/library/weber-dcoe-carburetor-1,ATS,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Rendering",no,yes,,,,,4,External body; internals unfinished.,ATS 2016. DCOE 45 is a common 12A/13B upgrade (not stock FB). Author text: Weber DCOE 45 based on drawings and actual measurements. Still unfinished internals and a few brackets/ bolts here and there. I got tired of seeing the only DCOE CAD models on the internet being for sale so I figured I would make my own and put i
grabcad-pinto-weber-dcoe-intake-manifold-1,rotary,Pinto Weber DCOE Intake Manifold,Ford Pinto intake manifold for Weber 45 DCOE,different,GrabCAD,https://grabcad.com/library/pinto-weber-dcoe-intake-manifold-1,Gh0sT,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Rendering",no,yes,,,,,2,,Non-commercial use only per author. Author text: Manifold for Weber 45 DCOE Carburetor Weber DCOE 45: https://grabcad.com/library/weber-dcoe-carburetor-1 PS: Free for no commercial use ! Other contact me !
grabcad-weber-dcoe-40-flange-pattern-1,rotary,Weber DCOE 40 Flange Pattern,"Weber DCOE 40 flange pattern, to scale",close,GrabCAD,https://grabcad.com/library/weber-dcoe-40-flange-pattern-1,Pedro Gil,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS,Rendering",no,yes,,,,,4,,DCOE flange template (same bolt pattern family as 45). Author text: This model is to escale for the Weber DCOE 40
grabcad-weber-dcoe45-carburettor-jets-1,rotary,Weber DCOE45 Carburettor Jets,Weber DCOE45 jets,close,GrabCAD,https://grabcad.com/library/weber-dcoe45-carburettor-jets-1,Chris Humphris,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Other",no,yes,,,,,2,,Author text: Years ago I had to make some jets to suit Weber DCOE45 Carburettors for my son's car. Created a monster that really gulped fuel.
grabcad-fajs-heat-shield-for-weber-45dcoe-2,rotary,FAJS Heat shield for Weber 45DCOE,Heat shield for Weber 45 DCOE (FreeCAD sheet metal),close,GrabCAD,https://grabcad.com/library/fajs-heat-shield-for-weber-45dcoe-2,H. Segeth,GrabCAD Community (free with account; per-model terms),"STEP / IGES,Rendering,Other",no,yes,,,,,2,,Author text: On non-crossflow engines Weber sidedraught carburettors are often exposed to heat radiation from the exhaust manifold. While a heat shield cannot eliminate all of the heat transfer it can reduce the temperature of the carb. CAD: a quite simple design
grabcad-velocity-stack-for-weber-mikuni-solex-dcoe-1,rotary,"Velocity stack for Weber, Mikuni, Solex DCOE",Velocity stack for DCOE,close,GrabCAD,https://grabcad.com/library/velocity-stack-for-weber-mikuni-solex-dcoe-1,MMotorCo.,GrabCAD Community (free with account; per-model terms),"PTC Creo Elements,STL",no,yes,,,,,2,,"Author text: veolcity stack for Weber, Mikuni or Solex DCOE carb, form small engine bay. i made it for my classic mini with small engine bay room, also have a little space for a air filter, you cut a round piece"
grabcad-carburetor-3,rotary,Carburetor,Nikki 6100 carburettor (flange dims only real),different,GrabCAD,https://grabcad.com/library/carburetor-3,Miloš Šuvakov,GrabCAD Community (free with account; per-model terms),"SOLIDWORKS 2012,STEP / IGES,Rendering,Other",no,yes,,,,,2,,"Only flange dimensions known; rest from images. Not the Mazda 12A Nikki 4-barrel. Author text: Carburetor Nikki-6100 I found only flange dimensions, all other dimensions are my impressions from images that I found on the internet."
thingiverse-3006071,rotary,Mazda RX7 Wankel Rotary Engine 13B-REW - Working Model,"13B-REW working model, 35% scale",close,Thingiverse,https://www.thingiverse.com/thing:3006071,ericthepoolboy,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,3,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded. Original of the MMF/Printables copies (downloaded from MMF).
thingiverse-4709639,rotary,Mazda RX7 Wankel Rotary Engine 13B-REW Remix,13B-REW model remix + add-ons,close,Thingiverse,https://www.thingiverse.com/thing:4709639,dancan13f,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded. Free add-ons obtained from Printables.
thingiverse-3053520,rotary,Wankel Rotary Engine Mazda RX-7 13B Working Model,13B working model with PDF instructions,close,Thingiverse,https://www.thingiverse.com/thing:3053520,shunya0413,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,3,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-3286513,rotary,4rotor Wankel Rotary Engine Working Model,26B (787B mock) 4-rotor working model,different,Thingiverse,https://www.thingiverse.com/thing:3286513,shunya0413,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,3,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-184659,rotary,Remixed Wankel Rotary Engine 13B,13B model; housing from 13B-REW block 93-02; 13B 2-rotor and 20B 3-rotor shafts,close,Thingiverse,https://www.thingiverse.com/thing:184659,Thinkinglink,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,3,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded. Also on MakerWorld 716904 ('death').
thingiverse-3135944,rotary,1-10 Scale Mazda RX7 Wankel rotary engine,ericthepoolboy model rescaled to 1/10,close,Thingiverse,https://www.thingiverse.com/thing:3135944,Dblnaknak,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-3763510,rotary,13b rotor,13B rotor,close,Thingiverse,https://www.thingiverse.com/thing:3763510,person_who_CAD,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-6961503,rotary,Free 13B organizer version 2.0,Seal organizer for 13B/12A/Renesis rebuilds,close,Thingiverse,https://www.thingiverse.com/thing:6961503,segphil26,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded. Workshop tray.
thingiverse-6632246,rotary,"Integza Air Wankel Rotary Engine - 2 & 4 rotor (13B, 26B)",Air-powered 13B/26B-style toy,different,Thingiverse,https://www.thingiverse.com/thing:6632246,gavinhogberg,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-4859515,rotary,Compressed Air Wankel Engine,Air Wankel toy,different,Thingiverse,https://www.thingiverse.com/thing:4859515,Integza,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-3257874,rotary,13B Rotary Engine Exhaust Street Port Template,13B-REW exhaust port templates,close,Thingiverse,https://www.thingiverse.com/thing:3257874,SportRotary,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,4,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded. Downloaded from Printables mirror.
thingiverse-4061827,rotary,Display Stand for Mazda RX7 13B-REW model,Stand,different,Thingiverse,https://www.thingiverse.com/thing:4061827,OnkelPierre,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,1,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded. Downloaded from Printables mirror.
thingiverse-2254635,rotary,13B Rotary Engine Keychain,Keychain,different,Thingiverse,https://www.thingiverse.com/thing:2254635,fuzzchucker,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,1,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-5815836,rotary,RX7 Side Seal Clearance Tool,13B side seal/corner seal clearance tool,close,Thingiverse,https://www.thingiverse.com/thing:5815836,cs900,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,3,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-4657060,rotary,RX7 (FD3S) Lower Intake Manifold Cover,FD 13B-REW lower intake cover,different,Thingiverse,https://www.thingiverse.com/thing:4657060,Goggles_do_nothing,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-1234213,rotary,Mazda RX7 12A to Holley carb spacer,12A (FB) intake manifold to Holley 4-barrel spacer - carries the stock 12A 4-barrel manifold flange,exact,Thingiverse,https://www.thingiverse.com/thing:1234213,cabentley22,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,3,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded. Prototype; gives FB 12A carb-mount flange geometry.
thingiverse-2239231,rotary,Rotary Engine Pilot Bearing & Seal Tool (RX-7 12A Engine),12A e-shaft pilot bearing + seal install tool (20 mm bore),exact,Thingiverse,https://www.thingiverse.com/thing:2239231,FluffyKittens12,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,3,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded. 12A-specific tool (2017).
thingiverse-3305933,rotary,Single Rotor Display 13B,Single-rotor 13B display (remix of 3053520),close,Thingiverse,https://www.thingiverse.com/thing:3305933,Valnar300,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-536050,rotary,Wankel Rotary Engine,Generic Wankel,different,Thingiverse,https://www.thingiverse.com/thing:536050,ECU_Engineer,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-42579,rotary,Detailed Wankel Engine Model,Generic Wankel derived from GrabCAD,different,Thingiverse,https://www.thingiverse.com/thing:42579,petropixel,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-13372,rotary,Wankel Engine Rotor,Rotor,different,Thingiverse,https://www.thingiverse.com/thing:13372,Dawg2,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,1,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-13406,rotary,Wankel Rotary Engine Model,Generic Wankel,different,Thingiverse,https://www.thingiverse.com/thing:13406,jag,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,2,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-4239073,rotary,Mazda Rotary Logo,Logo,different,Thingiverse,https://www.thingiverse.com/thing:4239073,chrizzlee,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,1,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
thingiverse-3061260,rotary,Rotary Rotor Volume Knob for Mazda RX8,Knob,different,Thingiverse,https://www.thingiverse.com/thing:3061260,cc6r2006,not captured (Thingiverse page is JS-only),stl (typ.),no,yes,,,,,1,,Thingiverse zip endpoint now redirects to /files and needs a browser session/login; not downloaded.
makerworld-716904,rotary,Rotary Engine 13B,"13B model, housing based on 13B-REW 93-02 block",close,MakerWorld,https://makerworld.com/en/models/716904,death,Standard Digital File License,stl/3mf,no,yes,,,,,3,,MakerWorld downloads need login. Same design as Thingiverse 184659 remix.
makerworld-1996292,rotary,Tribute to 13B Engine in 1/6 Scale (Fanmade),"13B engine display model, 1/6 scale (author: 'not 100% true to scale')",close,MakerWorld,https://makerworld.com/en/models/1996292,Danko_Creates,Standard Digital File License,stl/3mf,no,yes,,,,,3,,MakerWorld downloads need login.
makerworld-1491434,rotary,SIMPLE 1/8 Mazda RX-7 13B REW Engine,13B-REW simple model,close,MakerWorld,https://makerworld.com/en/models/1491434,Motani Works,BY-NC-SA,stl/3mf,no,yes,,,,,2,,MakerWorld downloads need login. Printables copy downloaded (actually 35% scale).
makerworld-1173414,rotary,ROTORSTACK RX7 Rotary Engine Parts Tray 13B/12A,Seal/spring tray for 12A and 13B rebuilds,close,MakerWorld,https://makerworld.com/en/models/1173414,mdt623,BY-SA,stl/3mf,no,yes,,,,,2,,MakerWorld downloads need login.
makerworld-716310,rotary,Mazda rotary engine (remix),Rotary engine model,close,MakerWorld,https://makerworld.com/en/models/716310,3D打印小小一,Standard Digital File License,stl/3mf,no,yes,,,,,2,,MakerWorld downloads need login.
makerworld-798002,rotary,Mazda rotary engine repair edition,Rotary engine model,close,MakerWorld,https://makerworld.com/en/models/798002,3D打印小小一,Standard Digital File License,stl/3mf,no,yes,,,,,2,,MakerWorld downloads need login.
makerworld-690541,rotary,Wankel engine - Manual drive,"Educational Wankel (13B-REW-like), TT motor option",close,MakerWorld,https://makerworld.com/en/models/690541,Kocyns,Standard Digital File License,stl/3mf,no,yes,,,,,2,,MakerWorld downloads need login. Apex seals for it downloaded from Printables (JulsHg).
makerworld-1020675,rotary,Mazda 787B,787B car (26B),different,MakerWorld,https://makerworld.com/en/models/1020675,(see page),(see page),stl/3mf,no,yes,,,,,1,,"MakerWorld downloads need login. Car, listed for 26B completeness."
makerworld-mazda-13b-rew-rx7-turbo,rotary,Mazda 13B-REW Rotary Engine (RX7 Turbo),13B-REW engine model,close,MakerWorld,https://www.yeggi.com/q/13b+rotary+engine/,(unknown),(unknown),stl/3mf,no,yes,,,,,2,,Seen via Yeggi only; MakerWorld id not resolved.
cults-mazda-rx7-wankel-rotary-engine-13b-rew-working-mod,rotary,ericthepoolboy 13B-REW working model (Cults copy),ericthepoolboy 13B-REW working model (Cults copy),close,Cults3D,https://cults3d.com/en/3d-model/gadget/mazda-rx7-wankel-rotary-engine-13b-rew-working-model,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,3,,Cults downloads need login. Duplicate of downloaded MMF model.
cults-mazda-rx7-13b-wankel-rotary-engine,rotary,"MAZDA RX7 13B WANKEL - rotary engine (single-turbo, injection, exhaust manifold)","MAZDA RX7 13B WANKEL - rotary engine (single-turbo, injection, exhaust manifold)",close,Cults3D,https://cults3d.com/en/3d-model/various/mazda-rx7-13b-wankel-rotary-engine,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,2,,Cults downloads need login. May be paid; price not captured (Cloudflare).
cults-wankel-13b-rotary,rotary,Mazda RX7 Wankel 13B Rotary,Mazda RX7 Wankel 13B Rotary,close,Cults3D,https://cults3d.com/en/3d-model/game/wankel-13b-rotary,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,2,,Cults downloads need login.
cults-mazda-wankel-single-rotor-rotary-engine,rotary,Mazda Wankel single rotor rotary engine,Mazda Wankel single rotor rotary engine,close,Cults3D,https://cults3d.com/en/3d-model/gadget/mazda-wankel-single-rotor-rotary-engine,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,2,,Cults downloads need login.
cults-mazda-rx7-wankel-remix-mcmaven,rotary,Mazda Rx7 Wankel Remix (mcmaven copy),Mazda Rx7 Wankel Remix (mcmaven copy),close,Cults3D,https://cults3d.com/en/3d-model/various/mazda-rx7-wankel-remix-mcmaven,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,2,,Cults downloads need login. Duplicate of Printables 83981.
cults-mazda-rx7-wankel-rotary-engine-13b-rew-remix,rotary,13B-REW Remix (dancan13f copy),13B-REW Remix (dancan13f copy),close,Cults3D,https://cults3d.com/en/3d-model/game/mazda-rx7-wankel-rotary-engine-13b-rew-remix,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,2,,Cults downloads need login.
cults-12a-rotaty-for-rx7-fb-hotwheels-1-64-engine-bay,rotary,12A rotary for RX7 FB Hot Wheels 1/64 engine bay (Kuruma_64),12A rotary for RX7 FB Hot Wheels 1/64 engine bay (Kuruma_64),exact,Cults3D,https://cults3d.com/en/3d-model/game/12a-rotaty-for-rx7-fb-hotwheels-1-64-engine-bay,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,2,,Cults downloads need login. 1:64 scale - only engine+bay silhouette; FB/12A exact subject.
cults-12a-rotary-engine-for-1-64-custom,rotary,12A rotary engine for 1/64 custom,12A rotary engine for 1/64 custom,exact,Cults3D,https://cults3d.com/en/3d-model/game/12a-rotary-engine-for-1-64-custom,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,2,,Cults downloads need login. 1:64 scale.
cults-sa22-rx7-fb-engine-bay-for-hotwheels-custom,rotary,SA22 RX7 FB engine bay for Hot Wheels custom,SA22 RX7 FB engine bay for Hot Wheels custom,exact,Cults3D,https://cults3d.com/en/3d-model/game/sa22-rx7-fb-engine-bay-for-hotwheels-custom,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,2,,Cults downloads need login. 1:64 scale engine bay.
cults-1-64-scale-engine-13b-rotary-hot-wheels-mazda-sava,rotary,1/64 13B rotary for Hot Wheels Savanna RX7,1/64 13B rotary for Hot Wheels Savanna RX7,close,Cults3D,https://cults3d.com/en/3d-model/various/1-64-scale-engine-13b-rotary-hot-wheels-mazda-savanna-rx7,(see page),(not captured - Cloudflare blocked),stl,no,yes,,,,,1,,Cults downloads need login.
