id,stage,stage_title,item,owner,state,gate,note,track,reply,choices,unit,result,settles
F5,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Order DCU carrier H-002 (P144) and its parts, then build it",camden,open,H-002 phase:SOURCING,"The DCU is this build's now (D-374). Ordering the board is money and stays yours; it waits on H-002's layout, which waits on the parts search (V-083), the comfort currents (V-101), the panel (H-007) and the mirror heads (luxury W-332). The enclosure (P152) is drawn around the laid-out board and V-102's measurement",build,,,,,
F6,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Bench-commission the DCU: flash F-017, read every panel key, encoder and the thumbstick, drive every output into a lamp",camden,open,F5 F-017 phase:SOURCING,"Every output checked off-at-reset first (dcu_channels SN14, SN16 calibration). The window commands (SN22), release selects (SN23), mirror drive (SN17) and wake (SN21) are tested into lamps and a relay on the bench - their loads are the luxury package's and arrive later. E26 plugs it into the car",build,,,,,
F7,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Layout guide A1-A2: freeze the ICU sheet against the record and assign the Teensy pins,agent,done,,"Done 2026-09-22 (D-377): the sheet has no gauge drives (D-268), ERC 0/0 on this machine; every channel's pin is in icu_channels.teensy_pin. The display bus is single-lane SPI0, not QSPI. Also done 2026-09-22: J5 carries the real Teensy 4.1 pad numbers and the VIN / 3V3 / GND pins it was missing - without them the Teensy's power pads would have routed to nothing; its socket footprint is made; the SPI nets are renamed from QSPI_*. ERC 0 / 0, and a netlist diff shows every J5 signal kept exactly its old connections.",design,,,,,
F8,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","KiCad, before any measurement (guide steps 1-3): open the project, assign every footprint, make the board file and set its rules",camden,done,F7,"The beginner guide is the method, step by step with the exact menus. J5 and its footprint are already done (F7). Placeholders (DT13s, BT817 header, IMU) carry `PLACEHOLDER - confirm`; the buck stays blank until F13.",design,,,,,
F9,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","KiCad, before any measurement (guide steps 4-7): pull the parts in, a PROVISIONAL outline, place, route, DRC to zero",camden,open,F8 F13,"The outline is a working guess until C4 measures the space behind the binnacle: keep the connector face, the grommet face and the RF edge where A5 puts them and expect the board to shrink or grow at F11. Placement and routing are free to redo; nothing here is ordered.",design,,,,,
F10,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","KiCad, before any measurement (guide step 8): a 3D model on every footprint, both renders, the STEP export",camden,open,F9,"Vendor models for the DT13s (te.com, for the ordered suffix), the XIAO (Seeed), the Teensy and the IMU breakout. Pin 1 on pad 1 for every one. The fit test itself waits for F11.",design,,,,,
F11,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","The measurement pass: fix the outline to C4's envelope, caliper every MEASURE part, correct footprints and models, DRC again",camden,open,F10 C4 phase:SOURCING,"The first step that needs hard numbers: C4 (the binnacle space) and the parts in your hand - DT13 flange standoff and pin pitch, the Teensy's underside clearance on its socket (the PSRAM), the eval board's header pitch and keying, the XIAO antenna position, the IMU breakout. The parts come with the cart at SOURCING (D-323). Then F1 draws the enclosure around this board.",build,,,,,
F12,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Order ICU carrier H-001 (P103, two boards)",camden,open,F11 F1 phase:SOURCING,"Money, so yours: after the enclosure has been test-fitted around the final STEP (guide A9.5-A9.6) - a printed enclosure and a bare board are the cheapest true fit test.",build,,,,,
F13,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Draw the ICU buck's real circuit on the sheet: replace the BUCK_60V_5V block with the LMR36015-Q1-class IC, inductor, input and output capacitors and feedback divider from TI's datasheet",agent,done,,"Done 2026-09-22: U1 is the real LMR36015FSCQ-Q1 (12-pin, footprint assigned) with L2 2.2 µH, C20-C22 input, C23 output (plus the existing C2), C24 boot, C25 VCC, R41 / R42 / C26 feedback and R43 PG pull-up - TI SNVSAY8D's 5 V design, values in IC12 and P159, all confirm. Drawn at the bottom of the sheet, every pin tied by a label or power port; the old block's five points keep their nets. ERC 0 / 0 and a netlist diff: all 34 buck pins on their nets, no other net changed.",design,,,,,
F14,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","ICU CAN plumbing in icu.ino: send 0x200 / 0x210 / 0x218 / 0x220 / 0x221 on their rates, read the C3 on Serial2 (radio_link.h), receive the PMU's frames with D-251's timeouts",agent,open,B8,The ICU sketch renders but sends nothing on CAN yet (found at F-015). The frame builders exist as desk-tested headers; this wires them to ACAN_T4 can1 (D-377: 22 / 23) and is proven on B8's two-board bus. Needs a Teensy toolchain on this machine (arduino-cli + Teensy core) to compile.,design,,,,,
R1,R,The 2026-09-23 risk review - where the real car is likely to differ (D-386),Apply block 00.33: rewrite E26-E28 and the migration table for the cutover Camden chooses,agent,done,D-414,"Done by D-414: all at once; E27 and E28 reworded, the migration table kept as the test order",design,,,,,
R2,R,The 2026-09-23 risk review - where the real car is likely to differ (D-386),"Apply block 00.30: split F3 and hold ignition and headlamps on a ladder fault - fuses, node conductor N29, the logic rows",agent,done,D-410 D-412,"D-410 applied the fuse, conductor and logic halves (F23, N87, hold-on-fault); D-412 the light switch's own feed (F24 in the branch behind the column, P002 to 9)",design,,,,,
R3,R,The 2026-09-23 risk review - where the real car is likely to differ (D-386),Ladder margin budget: A4 and A16 against the cranking ground offset and supply sag; A4 and A5 against the front-star offset while the pop-ups move,agent,done,,"From the PMU manual's input pull-up (S-028) and E12's 0.5 V acceptance. The inhibitor's 8.2k is referenced to the engine block, which rises during cranking - exactly when START_RLY reads A4 - and the key ladder is fed from battery voltage, which sags. Widen windows or move references, and add a check that logs A4 and A16 raw through a real crank at MG23 (CK05 measures only with the engine running; E26 calibrates with every output off)",design,,,,,
R4,R,The 2026-09-23 risk review - where the real car is likely to differ (D-386),"Name the channel a surprise would take - V-081's pop-up topology or Q-115's fallback may need an input or output, and none is free",agent,done,,"rules spare-capacity: all 39 PMU positions are allocated. List what could be freed or moved onto CAN (the ICU and DCU already read some of the same signals) so a surprise is a configuration change, not a redesign",design,,,,,
R5,R,The 2026-09-23 risk review - where the real car is likely to differ (D-386),"Regulator fallback: what fixes a charge voltage above the Ionic's 14.6 V ceiling, and what it costs",agent,open,V-002,"The factory regulated band is 14.2-15.2 V (00-CAR SP-081), above the pack's 14.6 V (SP-231). E12 measures it; the fix should be known before the build, not found at E12",design,,,,,
R6,R,The 2026-09-23 risk review - where the real car is likely to differ (D-386),Bench: measure the PMU's sleep current,camden,open,,"The PMU is already bought (00-CAR vehicle). 12 V bench supply, meter in series, let it sleep, read mA. LD17 assumes 150 mA; at that the 40 Ah pack reaches its BMS cut-off in about 11 days, with no slow-crank warning (SP-232). Same bench session as F-009, Q-028 and Q-110",design,value,,mA,,
Z1,Z,Design freeze - the one gate between the design list and the build list (D-386),"Design review (CLAUDE.md 6.5): four isolated readers - designer, buyer, builder, auditor - over the whole design; every finding becomes a row or a block",agent,open,A5 B2 C1 C3 F2 G13 Q-014 Q-115 V-081 V-055 V-088 V-002 V-052 W-329 W-330b C4 B7 B8 F-007 F-009 F-010 F-014 H-002 X-007 T-048 T-049 F-017 V-102 F8 F9 F10 F14 R1 R2 R3 R4 R5 R6 R7 S1,Starts when every other design row is done. A Blocker or Major finding reopens the design list; the freeze is not asked for until none is open,design,,,,,
Z2,Z,Design freeze - the one gate between the design list and the build list (D-386),Rule the design verified - the freeze. The phase moves to SOURCING and the build list opens,camden,open,Z1,"CLAUDE.md 6.1 step 7: when Z1 is done with no Major finding open, the agent writes the design-freeze block; answering it is this row",design,,,,,
R7,R,The 2026-09-23 risk review - where the real car is likely to differ (D-386),Apply block 00.31: E30 and the interior-back step for the choice Camden makes,agent,done,D-411,"Done by D-411: E30 rewritten (harness out after E29 with the interior still out, boxed until shakedown); E35 unchanged, still gated on E30",design,,,,,
E35,E,"Then the install plan, in its own order",Put the interior back - the end of the car being apart,camden,open,E30 D-411 phase:SOURCING,"D-387: the car came apart once at S1 and goes back together once, here. Before the dash closes: final-wrap and tie down every cabin loom (the bay's looms wait for E33, after the heat cycles), photograph the finished runs, then carpet, sill and kick panels, centre stack, dash, cluster, seats, cargo trim - the reverse of S1, with S1's bagged and labelled fasteners. The first drive is E31",build,,,,,
S1,S,"Interior out - the car comes apart once, for the measurements that need it (D-387)",Strip the interior - leave every wire in place,camden,open,B2 F2 V-002 V-052 W-330b B7 B8 F-007 F-009 F-010 F-014 X-007 T-048 T-049 F8 F9 F10 F14 R1 R2 R3 R4 R5 R6 R7,"The first step with the car apart; it waits on every design step that can be done with the car whole, so the car is off the road as short a time as possible. Out: seats, console, centre stack, dash and cluster (unplugged, not cut), glovebox, carpet, kick and sill panels, cargo-bin trim. Nothing electrical is cut, unpinned or moved - every factory wire stays connected where it is. Bag and label every fastener by panel, and photograph every connector and loom run where it lies before anything is disturbed (that is M-7). The car stays like this through the freeze and the whole build, until E35 puts it back",design,,,,,
A0,A,"At the desk, now — no car, no parts","Pay the four carts - Waytek, WireBarn, DeutschConnector.com and Amazon - once A1 has closed the gaps and A6 has applied D-238",camden,open,A1 A6 phase:SOURCING,"The single largest money step of the project had no row: D-323 called A1 the paying step, but A1 closes the gaps and D1 counts what arrives. The totals are derived from parts once unit_usd is filled (P45).",build,,,,,
